Gene	Papio anubis FC	Papio anubis P-value	Papio anubis Q-value	Gorilla gorilla FC	Gorilla gorilla P-value	Gorilla gorilla Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value	Saimiri boliviensis boliviensis FC	Saimiri boliviensis boliviensis P-value	Saimiri boliviensis boliviensis Q-value	Pongo abelii FC	Pongo abelii P-value	Pongo abelii Q-value	Pan paniscus FC	Pan paniscus P-value	Pan paniscus Q-value	Pan troglodytes FC	Pan troglodytes P-value	Pan troglodytes Q-value	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca nemestrina FC	Macaca nemestrina P-value	Macaca nemestrina Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value
ENSG00000135409	0.176497176	0.906943098	1	0	1	1	0.135685929	0.961939377	1	0	1	1	-3.051513545	0.094950106	0.298770471	0	1	1	0.959242405	1	1	0	1	1	0.205549227	0.761786394	1	-0.512266495	0.596301265	0.967391959
ENSG00000124440	0	1	1	1.39987384	0.038836321	0.144277974	0.113059768	0.905324578	1	0.298146766	0.779523092	1	1.618074446	0.566477998	0.941171242	0.872214244	0.091038026	0.24767525	0.155022278	0.673021678	1	0.459842069	0.657904342	0.940505724	0	1	1	0	1	1
ENSG00000214087	1.026203982	2.34E-06	2.08E-05	-0.131760558	0.642989666	1	-0.20134043	0.251011794	0.553746613	0.488275987	0.00796061	0.029970085	-0.298496794	0.37498407	0.73398533	-0.29324357	0.133541749	0.330826127	-0.219819792	0.026335041	0.088154151	-0.273932874	0.315197363	0.594037614	0.739972657	6.15E-06	8.57E-05	0.507554066	0.006519465	0.046398107
ENSG00000162460	0	1	1	0	1	1	0.993572092	0.027673049	0.103274776	-0.063496892	0.96815167	1	0	1	1	0	1	1	-1.00860036	0.002848401	0.01309486	0	1	1	0.008618404	1	1	1.306838389	0.023745515	0.124359857
ENSG00000128791	-0.022101994	0.861704365	1	0.704716573	0.004776847	0.025994375	0.363961147	4.17E-05	0.000367849	-0.134426185	0.261117093	0.497444564	0.613147347	6.59E-05	0.00078144	0.23399926	0.114978481	0.295851885	0.050882312	0.613949876	0.958098107	0.203739046	0.376934126	0.663363658	0.159664471	0.312939281	0.646900342	-0.363936412	1.40E-06	3.72E-05
ENSG00000166920	3.163797088	9.56E-24	5.97E-22	6.462087516	8.32E-62	3.08E-59	4.308970388	2.82E-07	3.94E-06	5.000344766	9.89E-11	1.71E-09	3.290062729	3.68E-08	9.04E-07	8.862041352	5.90E-101	2.43E-98	7.606043778	7.59E-16	2.73E-14	9.492139973	1.28E-77	4.29E-75	0.568726794	0.57297516	0.926494128	0.820478395	0.026457845	0.134164396
ENSG00000005100	-0.286130201	0.088633888	0.221341874	-0.11333076	0.500601788	0.881407048	-0.141115744	0.10353415	0.29379198	0.430710659	0.101104776	0.241014289	0.05318974	0.676711301	1	0.23037979	0.141902676	0.347284216	0.067111505	0.533506603	0.870754642	-0.048477998	0.75555815	1	-0.058860825	0.78266332	1	-0.067651168	0.697203615	1
ENSG00000169592	0.226815491	0.133864952	0.304573337	-0.622430682	0.003903165	0.021997794	0.263449496	0.010869896	0.04746307	-0.102475474	0.37329728	0.637816784	-0.308024541	0.151647023	0.414745429	-0.310034508	0.077878525	0.219336464	-0.243781368	0.034153155	0.108859911	-0.538609486	0.039528621	0.132065948	-0.344745092	0.02837395	0.108265195	0.108814177	0.484345776	0.881990765
ENSG00000243232	-1.175393087	1.43E-06	1.33E-05	0.655820922	0.28770861	0.619724461	-2.911027366	1.95E-15	6.90E-14	-0.749736965	0.132171694	0.296836044	-0.932701367	0.079159456	0.262321031	-1.536046067	0.039271149	0.127932092	-1.125978328	0.016127037	0.058226341	4.227882455	9.21E-07	1.19E-05	-0.139796624	0.785924943	1	-0.092900816	0.758559709	1
ENSG00000168488	0.018830062	0.83625272	1	-0.168650732	0.361983953	0.708404377	-0.106987663	0.1258382	0.341762616	-0.010698527	0.917654724	1	-0.392632766	0.002834799	0.019139584	-0.236440597	0.091231936	0.248106505	-0.014340763	0.845132103	1	0.060317735	0.747834479	1	-0.292718975	0.014449326	0.06341412	0.002438048	0.972363574	1
ENSG00000188042	-0.076957433	0.705174558	0.98155276	-0.710491313	0.010591572	0.050387363	-0.003916332	0.970935676	1	-0.812188189	0.002920267	0.012684087	-0.742798824	0.000433817	0.004017044	-0.7362376	0.077244031	0.217958135	-1.085759209	5.97E-17	2.40E-15	0.493002545	0.151170346	0.359530063	-0.307964781	0.046303478	0.158946326	0.02023874	0.939227555	1
ENSG00000063244	0.339001946	0.007232283	0.027262985	-0.184709635	0.451490295	0.823833658	0.20016965	0.004503003	0.02243363	0.369838915	0.004834718	0.01970362	-0.315783028	0.084220057	0.273752106	-0.161501529	0.463117261	0.801461159	-0.04255952	0.703296205	1	-0.414671721	0.10986151	0.287449066	0.42153003	0.000121665	0.00115698	0.252261099	0.001937658	0.017445391
ENSG00000159388	1.619341068	2.34E-07	2.51E-06	0.747594075	0.004443334	0.02454	-0.169592949	0.145277899	0.378553323	2.136072089	3.06E-10	4.97E-09	1.827295998	0.082676025	0.270241128	-0.203258031	0.327843641	0.629409509	0.079236016	0.611440681	0.955809554	0.16631448	0.710952791	0.984411546	0.247231601	0.34767053	0.680694653	1.075502574	2.69E-14	2.91E-12
ENSG00000147394	-1.09816139	0.012566487	0.04378035	-0.363591888	0.788187376	1	0.634168025	0.292193977	0.610283525	-0.36242212	0.479161633	0.765904027	0.217864543	0.47523561	0.856465803	-1.179088867	0.066268642	0.192970027	-0.896710768	0.001562133	0.007744982	-0.514978217	0.20857019	0.446991431	-1.032317471	0.156304081	0.401567337	-1.000269621	0.000387597	0.004637403
ENSG00000167522	-0.302242258	0.007109569	0.026880823	-0.504144212	0.031810548	0.123204942	-0.030779346	0.671669064	1	-0.202865545	0.087109175	0.214519275	-0.58798638	7.11E-05	0.000833522	-0.637906137	8.69E-06	8.16E-05	-0.170219876	0.053085426	0.156190638	-1.121495768	1.01E-06	1.30E-05	-0.162141543	0.225937737	0.514667512	0.174504437	0.05589641	0.232383576
ENSG00000175544	1.765728859	0.197451766	0.408975861	-0.861653497	1	1	1.442518364	0.44997622	0.815062566	0	1	1	-1.473033345	0.566477998	0.941171242	0	1	1	-0.583909175	0.010864308	0.041560521	-0.498323432	0.880129423	1	0.855203328	0.435483506	0.793530819	3.013394759	0.147409934	0.450003123
ENSG00000119608	0	1	1	0	1	1	-0.657046443	0.159085081	0.405031769	2.307149929	0.172943795	0.362958004	1.626446766	0.566477998	0.941171242	0.995624984	1	1	-0.888637754	1	1	0	1	1	0	1	1	0	1	1
ENSG00000011332	0.252195659	0.418846544	0.690629262	-1.82175246	0.002243689	0.013839628	-0.156153937	0.384636521	0.732858944	-1.449968146	0.016310394	0.054352622	-0.681472979	0.10293569	0.316331382	-1.612534982	0.002085909	0.010983143	-0.548949327	0.052958098	0.155936342	-1.355398455	1.39E-05	0.000141532	-1.375603866	0.000149928	0.001384723	-0.792068455	0.00716741	0.049956497
ENSG00000138771	-0.877673005	2.85E-06	2.49E-05	-1.197091406	0.04651021	0.166094638	-0.345637689	0.346411272	0.685893059	0.800016927	0.040040739	0.11389169	-1.188809675	0.000139992	0.001509488	-1.695197383	5.00E-14	1.36E-12	-0.892856098	0.029708446	0.097305036	-0.154279518	0.751597179	1	-0.667471524	0.078898169	0.240732875	-0.023451721	0.855686582	1
ENSG00000049249	0.478440111	0.640399421	0.921017606	5.134995026	8.83E-15	3.88E-13	2.322830455	2.69E-05	0.000249662	-0.369376715	0.556664537	0.832772912	0.953089132	0.696077464	1	5.202314196	1.14E-13	2.98E-12	1.739580299	4.98E-09	8.02E-08	3.197863217	6.02E-06	6.68E-05	2.871184113	0.129539402	0.351320692	0	1	1
ENSG00000105738	0.536375823	0.014549688	0.049663706	0.062723116	0.812938622	1	0.333159816	8.66E-05	0.000705078	1.131042575	2.25E-08	2.80E-07	-0.116764832	0.622228944	0.993908984	0.506301144	0.032118123	0.109012933	0.190363238	0.132645853	0.327866725	0.44367085	0.022551159	0.084920287	0.063199558	0.738538382	1	0.057555324	0.750060595	1
ENSG00000103021	0.411015316	0.322346642	0.577382734	-0.736152602	0.262288889	0.581300483	5.13E-15	1	1	-0.46757854	0.007446147	0.02837363	-1.424066563	0.014756419	0.073172027	-0.236735461	0.70394751	1	-0.091479103	0.706193611	1	-1.484843058	0.000173738	0.001356713	0.339840055	0.631619534	0.983661264	0.222983528	0.71621398	1
ENSG00000178567	-0.425401972	0.004903963	0.019505662	-0.226603962	0.265730493	0.586591742	-0.360330208	3.71E-05	0.000331297	0.03953765	0.716585201	0.985170937	0.024842714	0.878196877	1	0.221744753	0.110734614	0.287570873	0.241165197	0.057228802	0.166433521	-0.317676039	0.277546192	0.544914308	-1.043582873	9.95E-10	3.04E-08	-0.014015732	0.921649599	1
ENSG00000088854	-0.520788599	0.007792537	0.029062918	0.038823104	0.826896693	1	0.013238323	0.882615722	1	-0.36689969	0.001063534	0.005287512	-0.009280894	0.953187286	1	-0.055107611	0.669667446	1	0.014384387	0.903882449	1	-0.114106557	0.437211708	0.731884714	-0.114318277	0.476086774	0.841286902	0.020556349	0.846928495	1
ENSG00000095203	-1.963191032	3.03E-09	4.52E-08	-1.90557463	0.000155469	0.001375092	-0.647886845	0.020229287	0.079846467	-1.013151396	0.118586571	0.27248207	-1.634374983	0.020915387	0.096419793	-0.480005699	0.765454627	1	-1.091278771	0.001560987	0.007740977	0.860645032	0.140031123	0.340814476	-0.999810088	2.98E-06	4.48E-05	-0.893478871	0.077736706	0.292607959
ENSG00000186635	0.509340936	2.48E-05	0.000177188	0.647612633	0.005148469	0.027641708	0.029725414	0.837118291	1	0.665524372	3.23E-06	2.79E-05	0.543121137	0.001796024	0.013154067	0.697798319	1.40E-06	1.51E-05	0.536345488	1.81E-07	2.24E-06	0.219040195	0.354965573	0.637207175	0.5326154	6.67E-06	9.19E-05	0.127235023	0.287213609	0.665663284
ENSG00000198919	-0.455506032	0.006362064	0.024473607	0.044834563	0.82844242	1	0.116289389	0.219336685	0.505425996	-0.88057629	0.000245188	0.001439408	-0.462320845	0.001402983	0.010698137	-0.239089125	0.124616667	0.314080598	-0.235071466	0.021434647	0.074316307	-0.632271955	0.028026453	0.100928304	-0.809842826	4.01E-07	7.56E-06	-0.280032974	0.007088558	0.049534948
ENSG00000153048	0.575504486	6.34E-07	6.33E-06	-0.65403647	0.045163667	0.162406651	0.802174972	5.52E-19	2.45E-17	0.582885066	4.37E-05	0.000305192	-0.389076921	0.437016964	0.813398073	-0.754079728	8.81E-05	0.000671634	-0.389704531	0.001365823	0.006895731	-1.15866147	6.18E-06	6.83E-05	0.806280387	4.98E-06	7.06E-05	0.469473728	0.000602107	0.006681408
ENSG00000103375	1.406432285	0.460650644	0.739387569	0	1	1	1.640134382	0.244127398	0.543015139	-0.724102043	0.60085193	0.878445768	2.816622391	0.19780354	0.491495758	0.087249165	1	1	-0.748222361	0.109112336	0.280644681	1.037677947	1	1	0	1	1	0	1	1
ENSG00000135778	-0.219857844	0.103862073	0.250520466	-0.631771484	0.035757347	0.135010694	-0.501065788	0.001675302	0.009630777	0.500252568	0.002053559	0.009362384	-0.275933046	0.074103043	0.250407864	-0.079691857	0.710853463	1	-0.073966314	0.379121884	0.70316136	-0.237787202	0.235378784	0.486818476	-0.477303824	0.010318559	0.048346375	-0.042456977	0.77408849	1
ENSG00000197296	-0.435511407	0.001488818	0.006853427	-1.363880182	1.76E-11	5.45E-10	0.294621485	0.000216531	0.001590814	-0.453559337	0.000150722	0.000933123	-1.131032528	4.70E-07	9.19E-06	-1.067445017	7.63E-12	1.66E-10	-0.574302787	7.43E-05	0.000516885	-2.06138976	9.64E-21	5.43E-19	-0.866618138	5.97E-14	3.07E-12	-0.767988498	3.97E-07	1.24E-05
ENSG00000076864	0.506095808	0.786596083	1	3.288663488	0.081245096	0.254034294	-0.269899651	0.543271122	0.915382325	2.336317897	0.059017391	0.156317865	0.912931643	0.517714141	0.903354085	-0.019328984	1	1	-0.321325289	0.704494466	1	0.009704114	1	1	-0.665814998	0.713277667	1	-0.969953038	0.338850537	0.725617164
ENSG00000170324	0	1	1	0	1	1	5.13E-15	1	1	0	1	1	0	1	1	1.509222572	0.530239481	0.863409701	0	1	1	2.084460649	0.236216057	0.487577659	0	1	1	-0.603590011	0.715527656	1
ENSG00000164591	1.658481872	0.295732631	0.544486499	0.961155113	0.409187708	0.771414374	-0.18943183	0.828019224	1	0.114997842	0.835150653	1	1.430790103	0.451655061	0.830534191	-0.913868691	0.304823501	0.597208704	0.294199353	0.699000271	1	-0.019789208	1	1	0.054980673	0.93209214	1	-1.885865665	0.404083786	0.795740569
ENSG00000105255	-0.791585275	0.010304002	0.036834919	0.456773135	0.700836856	1	-3.296086887	4.30E-07	5.82E-06	-1.433674291	0.081520911	0.203459397	-1.111658186	0.097829793	0.30505421	0.580851421	0.376101823	0.69612932	-0.654748125	0.008640946	0.034069336	-1.397628463	0.004851668	0.024217776	-0.551175386	0.145132468	0.380311959	-0.139267646	0.64607726	0.998282257
ENSG00000086015	-0.847359012	4.62E-12	9.94E-11	-0.505100652	0.0002325	0.001950424	-0.21265145	0.185228527	0.447127415	0.252244682	0.013488698	0.046593147	-0.299527418	0.036283659	0.148469559	-0.236837918	0.072006583	0.205970952	-0.432210276	3.02E-10	5.78E-09	-0.477750044	0.000938878	0.005926871	-0.12554734	0.267806511	0.579497516	-0.092049397	0.27698936	0.650965733
ENSG00000169221	0.147641737	0.19435403	0.403926738	-0.079829484	0.746464944	1	0.446499445	5.62E-09	1.03E-07	0.007607965	0.944111999	1	-0.214092829	0.281998791	0.618208296	-0.059054035	0.724933679	1	-0.013000655	0.894055823	1	0.175811695	0.376254308	0.662522333	0.364254385	0.005564859	0.029120949	0.047570637	0.637052925	0.99087935
ENSG00000127074	0.393901647	0.171322604	0.366545097	3.012701991	0.177295039	0.44944031	5.13E-15	1	1	1.622076353	0.396059471	0.666202085	0	1	1	-0.877677233	0.666688328	1	-0.893963742	1	1	-1.534071994	0.394795344	0.684525026	1.01497355	0.677767853	1	-1.180185249	0.59223865	0.965033861
ENSG00000168484	-1.71352664	0.558753123	0.8365796	0	1	1	5.13E-15	1	1	0	1	1	0	1	1	0	1	1	0.940032844	1	1	0	1	1	0	1	1	0	1	1
ENSG00000139641	-0.326850195	0.026788944	0.08297793	-0.913825082	1.04E-10	2.89E-09	0.181712828	0.036321276	0.129237272	-0.910718082	6.36E-15	1.72E-13	-0.618752368	1.36E-06	2.44E-05	-1.223655331	2.60E-16	8.53E-15	-0.700645935	5.19E-20	2.63E-18	-0.628250311	7.09E-06	7.71E-05	-0.201496826	0.193226008	0.466605027	-0.460014988	1.48E-05	0.000290037
ENSG00000113790	0.817164527	1.14E-09	1.80E-08	-0.226994451	0.339786199	0.677507884	-0.016148374	0.949595899	1	-0.714817609	0.138696029	0.308151258	0.438755064	0.007559464	0.042638305	-0.121250244	0.509651874	0.858193523	-0.222236147	0.126743823	0.316127597	-0.005385696	0.984496505	1	0.497059516	6.13E-05	0.000636616	0.171647668	0.430683394	0.825306627
ENSG00000147443	1.860342978	0.212756116	0.431618037	0	1	1	-0.720654596	0.400040618	0.753245526	0	1	1	0	1	1	0	1	1	-0.362158775	0.885098092	1	0	1	1	0.378113896	0.584204685	0.938036521	0.265017512	0.972050208	1
ENSG00000162062	-0.162598098	0.46104223	0.739926834	-0.797584306	0.059854448	0.20183848	0.198026787	0.063494926	0.202173636	0.418919327	0.157326515	0.339416249	-0.135941664	0.717099026	1	-0.299908718	0.394476145	0.717881042	-0.559918491	0.049409707	0.147654664	-1.236994681	0.005744382	0.027917075	-1.1694427	0.001364581	0.009026826	-0.175110622	0.462987726	0.859905885
ENSG00000126562	-0.438546756	0.815068502	1	0.191089832	0.709560766	1	-0.252230217	0.322027618	0.651656296	1.567854477	0.175627685	0.366913651	-1.662419171	0.235760405	0.545945592	-1.113186111	0.210206429	0.45890597	0.173753691	0.22798614	0.490078081	1.083133316	0.003440891	0.018248301	0.812136815	0.692124068	1	0.790608097	0.732072013	1
ENSG00000261236	-0.095991067	0.358895868	0.616899976	-0.697702813	0.008288933	0.041226219	0.295009042	0.000356102	0.002475884	0.5546456	8.24E-05	0.000543549	-0.657614402	0.045836441	0.176673919	-0.52484334	0.011287672	0.045835054	-0.214519933	0.11736591	0.297388741	-0.813577823	0.021222075	0.081030489	0.330925836	0.017254628	0.07288936	0.118828614	0.217918642	0.572726723
ENSG00000172771	0.841342173	3.98E-09	5.79E-08	-0.621909249	0.596163969	0.965838678	2.757278697	0.004079802	0.020617513	-1.246828023	0.05454029	0.146511978	2.398850019	0.158688823	0.424906777	-0.151275028	0.565290921	0.903554615	0.409114372	0.703748875	1	-1.087503594	0.299024077	0.574263804	-1.565670745	0.118495458	0.329243472	0	1	1
ENSG00000177042	0.068599849	0.801665163	1	0.065838114	0.908834489	1	-0.160796859	0.405688355	0.760978739	-0.329411406	0.102712412	0.243972024	0.717755379	0.010573574	0.055835298	0.280043738	0.145936733	0.354885465	0.135173545	0.128728928	0.319982936	-0.329281326	0.282683805	0.551702458	-0.311912295	0.391819392	0.738541854	0.059468513	0.796752815	1
ENSG00000163440	0	1	1	0	1	1	5.13E-15	1	1	-2.489211919	0.117794358	0.271081646	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	-3.029785198	0.092871293	0.331472457
ENSG00000104853	0.313959105	0.021681609	0.069531125	0.582648354	0.001023396	0.007026732	0.558030457	6.99E-13	2.01E-11	0.143698438	0.393051388	0.662297599	0.078719427	0.700746255	1	0.403282419	0.038639659	0.126355469	0.322317709	9.03E-06	7.81E-05	0.427107846	0.105341351	0.278208485	0.389178723	0.00983039	0.0464135	-0.117774796	0.251831254	0.622660094
ENSG00000129244	2.790717097	0.143726424	0.321962578	-0.101045113	0.790207165	1	-0.521768431	0.261377251	0.570773267	-0.275255737	0.155508696	0.336548671	-1.399121953	0.327277579	0.680659917	2.712678792	0.010713773	0.043928766	0.137017549	0.646162107	0.98751493	0.696598181	0.412069519	0.703761587	0.258115666	1	1	0.542526989	0.459824841	0.85632981
ENSG00000163617	0.051559269	0.882645468	1	0.30055367	0.588405197	0.957601489	0.385606305	0.116551185	0.321716138	-0.154903176	0.483949204	0.770720915	0.218455152	0.539991097	0.926179212	0.052752768	0.720465746	1	0.266491516	0.041252863	0.127226419	-0.464408866	0.118224024	0.302617867	0.04395357	0.900277385	1	-0.173387435	0.374270017	0.767155813
ENSG00000156345	-0.07089363	0.582824962	0.861577413	0.72587078	0.07418653	0.236472317	0.551829853	0.007466088	0.034525703	-0.795522889	0.003751709	0.015818037	-0.433728602	0.045067391	0.174335817	0.37006514	0.121690223	0.308851725	0.433997925	0.000146382	0.000950237	0.903230403	0.004217813	0.021567442	-0.151656467	0.689480494	1	0.33369315	0.201609338	0.545207051
ENSG00000178878	-0.859211172	0.006118562	0.023694355	0.702983006	0.002963983	0.017508442	0.416539858	0.43801551	0.80166631	0.407504427	0.453787536	0.73595935	0.689792779	0.098566283	0.306647317	-0.566497939	0.034539926	0.115517596	-0.438909791	0.033572538	0.107368289	-0.945395532	5.07E-06	5.71E-05	-0.627724556	0.469735727	0.833452353	-0.5272675	0.016978723	0.095818127
ENSG00000185652	0.008552004	1	1	-0.942001807	0.290826109	0.624124275	0.013925332	1	1	-0.763222506	0.586743769	0.864211317	1.08802866	0.612118648	0.984391453	-1.828445864	0.295359222	0.583066219	0.261007493	0.681154878	1	1.049167641	0.031081482	0.109704949	0.130500595	0.836716041	1	0.124876403	0.549666698	0.929045679
ENSG00000151651	3.15791955	9.50E-31	8.89E-29	0.763653146	0.28547407	0.616360946	0.567327765	0.14625668	0.380512003	0.72129659	0.234128593	0.458020888	4.53609682	3.40E-22	3.67E-20	2.101358603	0.039349267	0.128137982	2.729578046	2.13E-06	2.11E-05	3.803637202	2.51E-07	3.57E-06	0.425495876	0.468205878	0.831738473	0.67985076	0.084241372	0.310535693
ENSG00000144488	0.490872313	0.084192994	0.212431352	0	1	1	3.107370211	0.088634709	0.260790355	-1.389590908	0.539098354	0.814008124	-1.982112546	0.349716997	0.701084414	0.066105278	1	1	-0.862740479	0.649983052	0.98751493	-1.313950373	0.031041271	0.109640574	0	1	1	0	1	1
ENSG00000214050	-0.174365226	0.266642938	0.505776222	-0.189312209	0.688147359	1	0.070392211	0.986483232	1	0.162747316	1	1	0.227327289	0.797471516	1	-1.37528894	0.046780944	0.146312202	0.023161108	0.97221036	1	-1.080752707	0.097922796	0.263562149	-0.18440232	0.452903434	0.813759666	1.014876552	0.620789732	0.985834252
ENSG00000196074	0.791473596	0.092092477	0.228335666	-0.271009753	0.369988601	0.71980758	-0.530811656	0.71582322	1	0.253769017	0.909880013	1	1.221209068	3.16E-05	0.000410151	0.828141327	0.001261393	0.007094703	0.766552371	0.028555876	0.094154543	0.560575947	0.050610745	0.160413915	-0.460713448	0.181773448	0.44722823	-0.480656941	0.380416741	0.774403127
ENSG00000133247	0.208490421	0.451208218	0.728291546	-0.224497873	0.851122398	1	0.305938413	0.098504621	0.28257629	-0.004336769	0.988831862	1	0.116478569	0.840653539	1	-0.735713848	0.276500989	0.564292019	-0.452919256	0.023056387	0.078993246	-0.801297423	0.032901111	0.114749104	0.520565759	0.135736086	0.362472508	0.406343077	0.262214315	0.636561694
ENSG00000168772	0	1	1	0	1	1	-2.213593125	0.003339227	0.017538593	0	1	1	0	1	1	0	1	1	1.498582295	0.517515483	0.853261365	0	1	1	0	1	1	0	1	1
ENSG00000076770	-0.407835959	0.113735088	0.268973375	-1.620357161	5.37E-06	6.81E-05	-0.029816037	0.860870947	1	0.47430096	0.092469476	0.22524616	0.357789969	0.317544683	0.667344669	-1.024985624	4.54E-05	0.000368135	-0.157151172	0.439221203	0.7810139	-0.676955792	0.086321199	0.24011016	-0.766457762	0.03488836	0.127257122	-0.823589165	1.44E-06	3.81E-05
ENSG00000110031	0.403266318	0.11999028	0.280606158	0.405594102	0.038200582	0.142260582	0.101524056	0.876917561	1	-1.020141504	0.01174223	0.041436212	0.910225354	0.000515267	0.004650861	2.42532047	1.93E-12	4.46E-11	1.831374861	1.12E-11	2.59E-10	1.263285959	0.007230219	0.033787899	-1.245109735	0.002286725	0.013901582	0.24581539	0.01181991	0.072976274
ENSG00000136883	0.327279574	0.033237684	0.099457664	0	1	1	5.13E-15	1	1	0.954812775	0.340672686	0.596279195	0	1	1	4.761479816	0.021779246	0.079063964	0.937739552	1	1	-0.649776575	1	1	-0.466214027	0.843637149	1	0	1	1
ENSG00000125812	-0.198975119	0.159447437	0.34742672	0.523088107	0.001669216	0.010711304	-0.143027867	0.095365993	0.275459592	0.019857503	0.849561241	1	0.303755032	0.03819443	0.154245283	0.676179434	6.52E-05	0.000512545	0.231170754	0.036118396	0.113917612	0.260994304	0.19762217	0.430893316	0.088397388	0.471335906	0.835580962	0.054596476	0.597699556	0.968817649
ENSG00000162526	0	1	1	0	1	1	5.13E-15	1	1	0	1	1	-3.197269839	0.037606905	0.152628344	0	1	1	0	1	1	0	1	1	0	1	1	-0.404110608	0.870319408	1
ENSG00000150457	0.061794994	0.70861035	0.984323759	-0.016489919	0.940512356	1	0.428602916	1.54E-07	2.26E-06	0.300961207	0.006385537	0.024963527	-0.474406375	0.000973733	0.007910122	-0.203101395	0.173603727	0.398960374	0.139280677	0.225747268	0.486958087	0.200174469	0.231229826	0.481472209	0.076005762	0.679954878	1	0.159512257	0.109682412	0.372609289
ENSG00000106780	-0.932693371	6.58E-05	0.000424959	-0.799596582	0.000841048	0.005901071	-0.819995277	8.51E-10	1.76E-08	-1.627204433	5.92E-20	2.17E-18	-1.299334314	1.46E-06	2.60E-05	-1.453930589	3.51E-13	8.79E-12	-1.523511411	2.61E-06	2.54E-05	-2.044753396	2.64E-18	1.26E-16	-0.601641613	6.55E-05	0.00067486	-0.206315541	0.388979836	0.784139148
ENSG00000141744	1.783064557	0.30283385	0.553739438	1.446379636	0.554241098	0.921015393	1.474585219	0.608834609	0.977244058	1.184104566	0.446303159	0.72761488	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000179178	0	1	1	0	1	1	0.928755811	1	1	0	1	1	0	1	1	-0.906334488	1	1	0.937973767	1	1	-1.227159305	1	1	0	1	1	0	1	1
ENSG00000277399	-0.121084132	0.722997313	0.997223224	0	1	1	3.298129357	0.191012201	0.457136135	1.207087387	0.667781895	0.942902298	0	1	1	-1.422704912	0.530239481	0.863409701	2.484240065	0.154418812	0.364399086	1.689532859	0.438720918	0.733509804	0.714887379	0.590083646	0.943837769	0	1	1
ENSG00000166265	-0.973163849	0.495890163	0.780761533	-2.702834781	0.051016152	0.178652161	0.654381922	0.920238154	1	-2.00117584	0.29665332	0.537431591	-0.810384734	0.106434904	0.324444265	-1.991120015	5.62E-06	5.48E-05	-1.670702097	0.011360261	0.043140328	-1.647628022	0.062285771	0.187753099	-1.685838319	0.009087279	0.043555476	-1.11421961	0.011214937	0.07008361
ENSG00000165689	-0.177782426	0.169777286	0.3639007	-0.24301644	0.273280433	0.597931761	-0.148599214	0.084330529	0.251180632	0.082999536	0.488618309	0.776258678	-0.640525754	1.24E-05	0.000179629	-0.093626627	0.563666336	0.901986231	-0.09034925	0.304817157	0.597822127	-0.309030734	0.186965651	0.417499406	0.103653178	0.477280055	0.842681819	0.241092214	0.02624294	0.133607378
ENSG00000178761	-0.075258323	0.717613649	0.992610058	-0.260695735	0.091256666	0.27652443	-0.129469191	0.214742487	0.497982436	-0.198472719	0.07809722	0.196516816	-0.814954197	0.000974204	0.007910801	-0.395928997	0.001490071	0.008204401	-0.363914715	0.016682626	0.059948437	-0.492115713	0.006001052	0.028961452	-0.547525657	0.006746342	0.034147423	-0.204517554	0.156367972	0.467262764
ENSG00000253313	0.346171235	0.108503188	0.259262582	0.032469041	0.962075752	1	5.13E-15	1	1	-2.552094219	0.02165187	0.068824181	0	1	1	1.318492723	0.03853926	0.126085972	0.547461292	0.123074844	0.308746587	0.041674807	1	1	0.129073029	0.83867036	1	0	1	1
ENSG00000213445	1.115502708	4.04E-08	5.00E-07	0.490347547	0.140523888	0.379277179	0.62221535	2.94E-05	0.00027011	0.163768153	0.406162383	0.678050688	0.578449482	0.157348321	0.424214235	0.540868031	0.018635116	0.069559192	0.288302491	0.046044784	0.13930731	0.41433839	0.269262054	0.533500576	0.825697191	3.53E-05	0.000392206	0.422469919	0.020915944	0.112510683
ENSG00000128591	0.025496985	0.819505054	1	-0.366133887	0.04017642	0.148231187	-0.070887525	0.45633092	0.823286008	-1.122009654	1.26E-10	2.14E-09	-0.588861228	0.016890431	0.081494531	-0.751672807	0.005148692	0.02364312	0.004421821	0.966676719	1	-0.358930472	0.326735128	0.604104307	0.467113128	0.003945688	0.021784292	0.039130761	0.728449916	1
ENSG00000118298	0.138976772	0.916929155	1	0	1	1	-3.372176083	0.034572666	0.124233395	-1.398947859	0.531102214	0.805719493	0	1	1	-0.919429992	1	1	-0.504525904	1	1	0.493079686	0.604008948	0.889172181	-2.979943297	0.001021888	0.007099788	3.283501271	0.106560099	0.365165124
ENSG00000116690	-0.335827467	0.4932914	0.778156467	-0.976334484	0.484646838	0.863577396	-0.415513423	0.087231442	0.257426734	-0.373711561	0.694515351	0.966637453	2.310540211	0.011428901	0.059432619	0.515063272	0.448269765	0.782203216	0.643830736	0.004343883	0.018902544	-0.851397831	0.496299053	0.795418852	-1.258946761	0.023742918	0.093982102	-0.682181505	0.214500209	0.56622366
