Gene	Papio anubis FC	Papio anubis P-value	Papio anubis Q-value	Gorilla gorilla FC	Gorilla gorilla P-value	Gorilla gorilla Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value	Saimiri boliviensis boliviensis FC	Saimiri boliviensis boliviensis P-value	Saimiri boliviensis boliviensis Q-value	Pongo abelii FC	Pongo abelii P-value	Pongo abelii Q-value	Pan paniscus FC	Pan paniscus P-value	Pan paniscus Q-value	Pan troglodytes FC	Pan troglodytes P-value	Pan troglodytes Q-value	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca nemestrina FC	Macaca nemestrina P-value	Macaca nemestrina Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value
ENSG00000141522	-0.257357793	0.028802562	0.088056247	-0.217819285	0.294025145	0.629104294	-0.092680338	0.231504721	0.524911161	0.054886427	0.61604618	0.893468496	-0.422186041	0.067400928	0.233659916	-0.683991087	4.62E-05	0.000374467	-0.110715713	0.369011057	0.689214316	-0.202818954	0.531090466	0.830901641	0.20126376	0.065245398	0.208105237	-0.025285728	0.820536427	1
ENSG00000185052	-0.273310287	0.445272572	0.721374572	1.264088046	0.301224522	0.639666663	0.92032635	0.000804865	0.005072864	-0.285081499	0.603659579	0.880628504	-0.749735505	0.037965281	0.153593667	-0.94130892	0.084884607	0.2346685	-0.414720641	0.439365904	0.78114047	0.018476402	1	1	-0.141364008	0.665044512	1	-0.355718	0.010189489	0.065128196
ENSG00000183918	0	1	1	-1.739340184	0.331361648	0.666882776	5.13E-15	1	1	-3.851661278	0.00138773	0.006657305	0	1	1	0.544790644	0.763314496	1	-2.225428196	0.084196964	0.227616373	1.035414208	1	1	-4.374907664	0.024095587	0.095034089	0.782535488	0.63462827	0.989033451
ENSG00000163913	0.164454606	0.541442974	0.83004923	-0.239775763	0.250566983	0.563624862	0.033745085	0.753563176	1	-0.378080485	0.013195618	0.045745234	-0.785815594	0.000451062	0.004148193	-0.47033165	0.024467102	0.087225488	-0.408124186	4.83E-06	4.44E-05	-0.86606756	6.81E-05	0.000589043	0.720590824	3.51E-06	5.16E-05	-0.230761596	0.167339716	0.487554344
ENSG00000055044	-0.013489513	0.895032277	1	-0.507268941	0.017927557	0.077416635	0.066491286	0.387086648	0.736046005	0.474144958	0.000382788	0.002137871	-0.229616779	0.179071439	0.461776481	0.263864009	0.078257308	0.220184607	0.121711232	0.267434366	0.552649374	-0.122823424	0.43144239	0.725721353	0.103390004	0.534269178	0.90137579	0.229524813	0.023183088	0.122125902
ENSG00000148408	-2.182248769	0.096481324	0.236743438	0.010119606	1	1	-0.661608031	0.038221066	0.13471332	-0.609461992	0.814181659	1	-0.269426641	0.882117556	1	-1.425982341	0.530239481	0.863409701	0.695845984	0.598862155	0.942782373	2.810187077	0.045117718	0.146723988	-0.727328509	0.700746426	1	0.644547703	0.783774242	1
ENSG00000132669	0.809152085	7.87E-05	0.000498454	0.748406905	0.000174679	0.001523057	1.516225148	1.15E-18	4.99E-17	0.512671917	0.007502488	0.028554465	0.561518989	0.004597553	0.028592907	0.680760955	1.37E-06	1.48E-05	0.620319041	1.35E-11	3.07E-10	1.154799826	1.03E-07	1.57E-06	0.477945216	0.021602578	0.087201437	0.542199122	0.081805013	0.304153349
ENSG00000204217	0.677127432	1.16E-05	8.92E-05	0.534771008	0.000732443	0.005245268	-0.219920049	0.008253378	0.037474053	0.022437974	0.865892261	1	0.475721829	0.006234701	0.036406376	0.332304341	0.056575056	0.170357019	0.202044822	0.06424692	0.183461808	0.393046079	0.078976993	0.224697487	0.45363481	0.012440759	0.056085565	0.30797946	0.000420229	0.00494696
ENSG00000166140	0.366244914	0.04463372	0.126473031	-0.305388046	0.129756373	0.358314385	0.234651932	0.095040019	0.274700221	-0.052510556	0.783958715	1	0.316212722	0.091501692	0.291018485	0.011221507	0.945980499	1	0.007478042	0.954367475	1	-0.036109251	0.90363938	1	0.703405503	0.002715506	0.016036317	0.124192433	0.578048535	0.953035974
ENSG00000108018	-1.718186235	0.16747686	0.360087018	1.124293433	0.005039142	0.027173927	0.255713037	0.637237289	1	-0.256653434	0.843871814	1	-0.729773288	0.610698919	0.983582224	3.061906429	0.007468439	0.032363747	3.703531394	0.002036744	0.009755561	3.478026232	0.012219676	0.052280577	-1.303091037	0.513945219	0.882111964	0	1	1
ENSG00000004399	1.218317411	4.18E-08	5.16E-07	-0.781793753	7.10E-05	0.000689999	-0.301960447	0.080339908	0.241707907	2.436871231	3.88E-14	9.74E-13	-0.168468193	0.613218209	0.985537896	-1.545235546	3.48E-05	0.000289792	-0.810408821	3.13E-19	1.52E-17	-0.871595607	1.58E-05	0.000159353	0.472590137	0.361337015	0.698806573	-0.063506958	0.891451493	1
ENSG00000138380	-0.876588874	0.098279724	0.24011103	-0.400644525	0.204662753	0.497114142	-0.687646537	9.34E-05	0.00075311	-1.044278869	0.000608884	0.003232951	-0.140527021	0.533933563	0.919579808	-0.092613079	0.652550209	0.993531777	-0.120579579	0.467320697	0.816286856	-0.35117946	0.208855786	0.447415102	-0.658237647	0.082862494	0.250194367	0.024608332	0.953312343	1
ENSG00000197070	0.64084942	0.001314137	0.006141719	0.483491874	0.109388232	0.316810028	0.41226528	0.007329252	0.033965052	1.481356318	4.60E-06	3.86E-05	0.564896951	0.150053936	0.411734592	0.17096453	0.492871135	0.837514541	0.37837134	0.002074215	0.009912322	0.964401408	0.008994113	0.040614718	0.35719879	0.041189591	0.144920678	0.407157998	0.056093409	0.233059902
ENSG00000131558	-0.350995982	0.025510272	0.079697276	-0.186705553	0.240205334	0.547076369	-0.270389272	0.000733192	0.004664327	-0.002675503	0.976784674	1	-0.50717012	0.000447275	0.004122936	-0.478063583	0.002792466	0.01411333	-0.342877858	3.77E-06	3.56E-05	-0.283254001	0.102782885	0.273320071	-0.280641123	0.019150658	0.079277644	-0.156478824	0.150171242	0.454857349
ENSG00000178385	-0.616339359	0.014435822	0.049306469	0.056519518	0.80613697	1	0.480536291	2.20E-07	3.13E-06	0.028509339	0.853299554	1	0.566697285	8.41E-05	0.00096158	-0.168467048	0.36704399	0.684181449	-0.143414356	0.18246958	0.413448308	-0.558932099	0.015709015	0.063644824	-0.483175837	0.003934337	0.021736248	-0.115783555	0.285461687	0.663432398
ENSG00000161204	0.498731587	4.99E-08	6.05E-07	0.135219459	0.439464849	0.809522663	0.222685128	0.000931508	0.005752184	0.051940285	0.627638034	0.905445803	-0.045015885	0.790529198	1	0.173342676	0.465628386	0.803998337	0.103831185	0.198175694	0.441515463	-0.023626941	0.923340368	1	0.65617531	1.08E-05	0.000140762	0.395812706	0.000142541	0.001996685
ENSG00000101972	-0.330573145	0.001216047	0.005753591	0.086501846	0.595093126	0.965101331	-0.233182499	0.00132787	0.00785326	-0.131361185	0.164088562	0.351098183	0.464579815	0.001980898	0.014292469	-0.126368399	0.362649237	0.678153429	-0.168968772	0.062562193	0.179502412	0.071294782	0.699049017	0.975184751	-0.108421975	0.43850262	0.796613981	0.172035425	0.120366796	0.396359719
ENSG00000163249	-0.397709024	0.006685903	0.025554131	-0.369349802	0.017594293	0.076257822	0.197268673	0.078526598	0.237334516	0.361825625	0.35481665	0.615179276	0.118346948	0.524321256	0.910174562	-0.509483225	0.003063574	0.015279356	-0.354522804	0.000309945	0.001861952	1.075177465	1.31E-08	2.29E-07	-1.201443324	4.83E-06	6.88E-05	-0.776182744	1.63E-06	4.17E-05
ENSG00000153956	-1.544400125	1.03E-10	1.88E-09	-1.395479486	7.54E-27	7.86E-25	-0.610086527	2.52E-11	6.24E-10	-0.354708315	0.000222583	0.001321589	-1.165273906	3.10E-14	1.86E-12	-0.617633764	9.41E-05	0.000713186	-0.48699956	3.32E-05	0.000249369	-0.273057135	0.270138585	0.534486811	-0.899780584	8.37E-08	1.82E-06	-0.765444065	6.21E-07	1.84E-05
ENSG00000172765	0.595522187	3.77E-05	0.000259234	0.344794795	0.121987734	0.343034617	-0.316762368	0.001271388	0.007552033	1.098327312	2.07E-21	8.49E-20	0.281927095	0.123010052	0.358771987	-0.070958922	0.727169264	1	-0.165325459	0.125015993	0.31271348	-0.12207123	0.527533993	0.827523685	0.621113635	1.82E-05	0.000222264	0.353440344	0.003058761	0.025388068
ENSG00000118260	-0.092495989	0.615855559	0.894973215	0.304282184	0.278991648	0.605633106	-0.350956371	0.000586696	0.003844685	0.502343577	0.000491861	0.002670478	0.344039929	0.13038921	0.373089531	0.349732221	0.084305195	0.233515217	0.394655805	0.000155616	0.001004761	-0.169506844	0.48022715	0.777886649	0.25804829	0.245377473	0.54567849	-0.158973987	0.144849623	0.445430659
ENSG00000104142	0.909358726	2.92E-14	8.09E-13	0.375295453	0.022641111	0.093825002	0.203030861	0.013270903	0.05642077	0.080365194	0.396886843	0.667027315	0.089154759	0.611775645	0.984227979	0.107936868	0.449312786	0.783438181	0.131452775	0.137756278	0.337471901	0.217787486	0.33871236	0.618701179	0.610573734	0.000306314	0.002550256	0.338458983	0.000162407	0.002232915
ENSG00000134294	0.058308112	0.592113957	0.871233127	0.142356165	0.433428195	0.801840295	-0.275117453	0.000349329	0.002436272	-0.968403014	1.19E-11	2.30E-10	0.228892761	0.165966259	0.438348709	0.639937801	1.82E-05	0.000160907	0.177050487	0.143488395	0.347826695	0.05596746	0.81588931	1	-0.143500568	0.585272336	0.938883748	-0.045938847	0.617011551	0.983461886
ENSG00000131381	-0.23527808	0.158855544	0.346383681	0.201468107	0.085902285	0.264838943	-0.116624639	0.093846482	0.271972451	-0.031176524	0.781760745	1	0.054140154	0.695070488	1	-0.122713848	0.383031601	0.705189228	-0.127132484	0.088532657	0.237143824	-0.163125863	0.311953275	0.591234351	0.089601083	0.505597422	0.873318805	0.018825701	0.857123593	1
ENSG00000118263	1.031001048	5.15E-12	1.10E-10	-0.425233115	0.006974431	0.035803748	-0.688436516	7.96E-15	2.71E-13	-0.499649635	0.024340921	0.075712043	0.049321679	0.808943714	1	-0.098880662	0.644167648	0.986444741	0.035382649	0.824698075	1	-0.189312222	0.418233133	0.710469838	0.306791241	0.127223022	0.347295713	0.007846994	0.971259538	1
ENSG00000214160	-0.057000599	0.662401911	0.943099345	0.310606055	0.139156929	0.376814276	-0.00309058	0.98052751	1	-0.00685778	0.950844715	1	-0.261796413	0.087208237	0.280779403	0.111143811	0.514738068	0.863409701	0.137978118	0.098903761	0.2597913	0.624243938	0.00266509	0.014630148	-0.05197759	0.74330707	1	-0.214673981	0.039844458	0.182224474
ENSG00000143889	-0.133395597	0.270529392	0.510586091	0.080516967	0.577064775	0.945159687	-0.025592694	0.776114278	1	-0.400551494	0.011573477	0.040990727	0.399035893	0.015475419	0.075797213	0.065804288	0.634592849	0.977553697	-0.112226981	0.203833416	0.450964733	-0.241777362	0.112018406	0.291428317	-0.854864806	3.24E-06	4.82E-05	-0.186342527	0.078034911	0.293511594
ENSG00000125676	-0.219566691	0.06640902	0.175109541	0.465561346	0.011525018	0.054020816	-0.057804651	0.444449569	0.808384838	0.466297891	2.50E-05	0.000183332	0.040146142	0.823465464	1	0.729546923	2.30E-05	0.000200078	0.220384553	0.0026267	0.01218337	0.044293406	0.85268208	1	-0.171244553	0.20464387	0.480172032	-0.006440366	0.955637258	1
ENSG00000100994	-0.390552726	0.000116233	0.000706467	-0.835559894	4.26E-05	0.000437151	-0.305885452	0.008620723	0.038859829	-0.451730763	0.00224129	0.010103618	-0.478066496	0.000345333	0.003301145	-0.554301202	0.000760412	0.004559867	-0.313236614	0.001040302	0.005423417	-0.630753333	0.009791944	0.043686793	0.008367911	0.961377177	1	-0.278269884	0.001803574	0.016416331
ENSG00000128917	-1.399201735	0.422932009	0.695171567	0	1	1	0.52893014	1	1	3.160161885	0.032818741	0.096878833	0	1	1	2.727317252	0.057797913	0.173097425	1.944974602	0.0190914	0.067293508	2.752471024	0.003028737	0.016370965	0.172987943	0.694516498	1	-0.493820782	0.071760634	0.277125025
ENSG00000177463	-0.268660578	0.02715311	0.083923878	0.028077689	0.895211934	1	-0.278039204	0.000200165	0.001486123	-0.299274887	0.018739758	0.060953993	0.21314974	0.178467484	0.460568534	-0.124142156	0.442968791	0.775398175	-0.09538015	0.301137391	0.592586576	-0.245290458	0.269777756	0.534079718	-0.131985846	0.27354169	0.587339078	-0.001470473	0.999520273	1
ENSG00000114867	-0.068318879	0.505702384	0.791123407	0.121058756	0.54640548	0.921015393	0.083637218	0.228998446	0.52069317	0.192094918	0.083373254	0.20714419	-0.250384952	0.065804832	0.229478454	-0.117124103	0.474507728	0.815136214	0.107399637	0.283352201	0.566766468	0.041235941	0.837277978	1	0.217677579	0.063770808	0.204517824	0.001761803	0.982569711	1
ENSG00000108039	0.038436005	0.677866592	0.958617757	0.560397092	0.000101737	0.000952378	0.180863044	0.010820095	0.047284446	1.145708616	5.99E-23	2.75E-21	-0.043966387	0.713213426	1	0.428483129	0.001662144	0.009011316	0.142615233	0.103948412	0.270310773	0.724048224	2.52E-06	3.03E-05	0.26227898	0.006402401	0.032684047	0.063776896	0.524744349	0.909727749
ENSG00000100997	-0.491351378	0.00010025	0.000619879	-0.069942373	0.797221387	1	-0.010935518	0.901055513	1	0.210535683	0.280314829	0.523723258	0.379493893	0.021788853	0.099680213	0.185666397	0.273851604	0.560114688	-0.007668858	0.936041148	1	0.251566442	0.348505567	0.629642978	-0.135062736	0.44205804	0.800894315	-0.45619705	0.000949436	0.009743685
ENSG00000118246	-0.039592484	0.799154201	1	-0.015042554	0.927315055	1	0.093195282	0.408986646	0.765062555	0.404551668	0.000869603	0.00443776	0.318687669	0.022310376	0.101564761	0.382436246	0.0437047	0.138827673	0.132295582	0.114534545	0.291607373	0.435218464	0.036816617	0.125278237	-0.022118663	0.900858358	1	0.138844071	0.123165566	0.402391764
ENSG00000188986	0.137996842	0.288701748	0.53515385	-0.405679682	0.074218406	0.236538829	-0.145210114	0.082860941	0.247582307	0.555222712	2.13E-08	2.67E-07	-0.451220746	0.011693599	0.060589691	-0.283768048	0.040457073	0.130793582	-0.190046762	0.077643038	0.213892358	-0.50236696	0.01995242	0.0772152	0.15441632	0.146043429	0.382410906	0.238587759	0.009391837	0.061293388
ENSG00000163882	0.591676314	6.86E-07	6.81E-06	-0.578508865	0.023626311	0.097145966	0.236964491	0.221454555	0.508476845	0.195044234	0.235324139	0.459682785	-0.242200928	0.273505563	0.60387422	0.206043533	0.286724767	0.579734818	0.168516832	0.279388425	0.561230208	0.450245525	0.096285819	0.260312678	-0.278934047	0.239293241	0.536263606	-0.229639573	0.081522606	0.303364783
ENSG00000124702	0.048364421	0.638053377	0.918630455	0.107218492	0.507074279	0.887999985	0.095668617	0.247932236	0.549346512	-0.201832319	0.220080606	0.436719413	-0.079994543	0.72045837	1	0.059826629	0.602024303	0.941866619	-0.404433434	6.27E-06	5.63E-05	-0.353848694	0.01211251	0.051893792	-0.063537735	0.549598025	0.902614388	0.33044495	0.002776078	0.023484532
ENSG00000101003	-1.17599278	2.20E-12	4.90E-11	-0.485833643	0.012270327	0.056887292	-0.154399677	0.567693102	0.943022731	0.667417605	0.001717884	0.008037212	-0.33202373	0.194425195	0.486804698	-0.417506132	0.089482873	0.244361099	-0.45895392	0.03040513	0.099123237	0.118975568	0.611213055	0.896457947	-0.880923336	0.006205479	0.03185021	-0.64326472	3.76E-12	3.16E-10
ENSG00000182858	-0.034718469	0.818616521	1	0.069184542	0.770759751	1	-0.195240411	0.20663552	0.484150535	-0.45562045	0.003095165	0.013341585	-0.318605373	0.134870036	0.382353199	-0.303924998	0.196381283	0.437026283	-0.103708522	0.211616372	0.46391338	-0.41877369	0.10091028	0.269797034	0.096891739	0.515242337	0.88346615	-0.032051041	0.75270493	1
ENSG00000148700	0.290805243	0.021695952	0.069566707	0.533901666	0.08201672	0.255851201	-0.716434735	9.33E-06	9.59E-05	1.426935809	1.17E-16	3.54E-15	0.955954957	2.69E-07	5.52E-06	0.638247307	3.52E-05	0.000292672	0.27535439	0.025788386	0.086626863	0.561798688	0.090412717	0.248821252	0.020353057	0.916646343	1	-0.17670311	0.050997484	0.21737161
ENSG00000183023	0.825444628	6.28E-10	1.03E-08	0.184416238	0.544410996	0.921015393	-0.356807813	0.085571015	0.253764731	0.717136887	0.173940965	0.36452375	0.681563073	1.30E-05	0.000186918	1.224648283	1.86E-12	4.32E-11	0.660124645	7.76E-08	1.03E-06	0.532942227	0.053284898	0.166929411	0.812237592	0.000920397	0.006498535	-0.031952153	0.811727583	1
ENSG00000119231	-0.77564882	7.97E-08	9.37E-07	0.159393283	0.247273507	0.558203638	-0.228955033	0.003100239	0.016510347	-0.269409437	0.013079878	0.045416898	0.331285932	0.006679745	0.038572645	0.261848956	0.018772378	0.069984596	0.2239049	0.009207287	0.03610946	0.15998477	0.228277779	0.477090145	-0.368057084	0.000261458	0.002230199	-0.006956271	0.935621327	1
ENSG00000138400	-0.354762813	0.564076512	0.841420351	-0.673432689	0.769249311	1	-1.529232106	0.49118755	0.855596037	-2.916419583	0.001495371	0.007113525	-0.613138697	0.877180348	1	-1.960469588	0.007053366	0.030844727	-0.566799607	0.306038382	0.599433605	-1.194387259	0.324521194	0.601199866	-0.041202644	1	1	-0.139297108	0.846795233	1
ENSG00000137822	-0.534724302	1.22E-06	1.15E-05	-0.565545202	0.000145822	0.001301557	0.190383335	0.023721456	0.09110378	-0.189203337	0.060991069	0.160618976	-0.649031126	5.40E-06	8.45E-05	-0.579305751	1.36E-06	1.47E-05	-0.216348927	0.034431373	0.109533041	-0.409596434	0.019159526	0.074736863	-0.361826978	0.00143355	0.009408487	-0.208194503	0.18259108	0.51677444
ENSG00000184164	-0.489396445	0.002661383	0.011428259	0.191822699	0.483053497	0.862025195	0.599205394	4.47E-08	7.18E-07	-0.055799898	0.872225813	1	-0.10234282	0.675130564	1	0.524003579	0.124118733	0.313238565	0.634568118	2.10E-09	3.56E-08	-0.52829906	0.176248069	0.399728268	0.214683855	0.229714871	0.521123308	-0.28964695	0.015287983	0.088606224
ENSG00000172005	-2.43556655	0.224011099	0.443323823	0	1	1	-0.341612441	0.585586158	0.961668489	2.283239474	0.223269587	0.441479953	1.002966081	0.078047486	0.259776075	0	1	1	-0.431623685	0.831265834	1	0	1	1	-1.840916427	0.414141322	0.767102675	1.481484942	0.511086366	0.897516525
ENSG00000119950	0.351568068	0.055198505	0.15043939	-0.230831584	0.289828556	0.622627148	-0.027846338	0.84051489	1	-0.436463198	0.079126541	0.198536995	0.558988267	1.48E-05	0.000209663	0.194781646	0.297792501	0.586823115	0.198986901	0.278778481	0.560447889	-0.091306757	0.724331201	0.994722854	0.110279716	0.59319774	0.947406947	0.581209632	4.95E-05	0.000804989
ENSG00000165997	1.391415352	1.41E-10	2.52E-09	0.98391427	0.000652619	0.004746344	-0.179081486	0.070067879	0.217567109	2.155132746	1.53E-22	6.81E-21	1.022753769	2.49E-06	4.24E-05	0.668878661	0.004147198	0.019781262	0.521730711	0.000318113	0.001904016	1.912739071	5.44E-15	1.97E-13	1.182591192	1.44E-06	2.38E-05	0.674162855	1.90E-08	7.97E-07
ENSG00000158290	0.617615549	0.00024221	0.00136237	0.230886668	0.226707012	0.525412454	0.055415645	0.526222884	0.89653768	0.51400677	1.93E-05	0.000144667	0.813409372	1.66E-08	4.32E-07	0.394506313	0.016328746	0.062389811	0.134928801	0.048808607	0.146133178	0.427185406	0.089629197	0.247321351	0.419586435	0.008173936	0.040014315	0.314107968	0.000840494	0.008805793
ENSG00000241058	0.05618045	0.815592502	1	0.283629459	0.169356791	0.435470032	-0.152839301	0.386469543	0.735193568	0.729942725	6.64E-05	0.00044735	0.173512171	0.524457567	0.910333684	0.645183907	0.001507011	0.008281277	0.688765075	0.000266085	0.001625838	0.581014076	0.0063937	0.030490224	0.060449725	0.843796746	1	0.126489691	0.681759826	1
