Gene	Homo sapiens FC	Homo sapiens P-value	Homo sapiens Q-value	Macaca mulatta FC	Macaca mulatta P-value	Macaca mulatta Q-value	Rattus norvegicus FC	Rattus norvegicus P-value	Rattus norvegicus Q-value	Mus musculus FC	Mus musculus P-value	Mus musculus Q-value
ENSG00000136856	-0.239466043	0.19711084	0.557730544	-0.335908922	0.142800477	0.377603811	0.030102097	0.880251056	1	-0.344500835	0.161339401	0.676918593
ENSG00000084073	-0.546758856	0.000177714	0.003199242	-0.85508015	3.10E-07	8.19E-06	-0.448384735	0.002070301	0.037117653	-0.303301502	0.063385856	0.38991254
ENSG00000143486	-0.017210775	0.891045954	1	-0.217465462	0.146030732	0.383893613	0.004848855	0.982250277	1	0.096907424	0.609567108	1
ENSG00000136448	0.01147592	0.91367986	1	0.067397697	0.625653164	0.966804445	0.034037906	0.830627696	1	0.208438298	0.191346004	0.743266246
ENSG00000117000	0.179435572	0.226318679	0.606822349	0.350553797	0.05548296	0.191004224	0.383101853	0.086840324	0.514334763	0.021679623	0.951320645	1
ENSG00000143479	-0.313242973	0.086903808	0.333337117	0.343588945	0.061615097	0.206052527	-0.439183827	0.248891855	0.903726781	0.327490047	0.206161138	0.77496374
ENSG00000119402	-0.184787364	0.132862807	0.438542976	-0.399535026	0.006117851	0.035429336	-0.078038806	0.592480358	1	-0.158823308	0.358000894	1
ENSG00000137522	-0.328932179	0.014687132	0.100404534	-0.328267754	0.041262262	0.153203013	-0.196267868	0.414540184	1	-0.112953588	0.588661418	1
ENSG00000172992	-0.088284228	0.592831238	0.988737921	-0.27672867	0.168569225	0.421722841	-0.02177733	0.907555542	1	0.231845934	0.446559421	1
ENSG00000040199	0.160625524	0.203804772	0.569231872	-0.018154549	0.92338283	1	0.041357428	0.839152262	1	0.743220815	0.001121174	0.018440087
ENSG00000198746	0.065438986	0.715704496	1	0.367992297	0.038361161	0.144723149	0.590033107	0.018517528	0.191365052	0.49679283	0.074710674	0.432843941
ENSG00000162889	-0.206987441	0.076032128	0.305461867	-0.35346794	0.014883843	0.070759645	-0.083336687	0.648668632	1	0.111008731	0.472640635	1
ENSG00000131910	0	1	1	0	1	1	0	1	1	0	1	1
ENSG00000130305	0.197968912	0.129398601	0.431485958	0.243339475	0.112244609	0.318681325	-0.002565008	0.999215614	1	0.061492449	0.80065934	1
ENSG00000136634	2.330746369	0.018858219	0.119362311	1.068304675	0.000764959	0.006727146	1.869119591	1	1	0	1	1
ENSG00000198650	1.388563763	0.407975058	0.83444563	0	1	1	0	1	1	0	1	1
ENSG00000166848	0.034557202	0.755692352	1	0.60752759	0.000345695	0.003501091	0.284655518	0.155650103	0.716534308	0.428993927	0.046682035	0.317969345
ENSG00000159377	-0.133331486	0.306996075	0.71091169	-0.141852198	0.385384293	0.731309826	-0.079422616	0.770532955	1	0.192754461	0.355872105	1
ENSG00000136828	0.057247571	0.846667422	1	-0.271446799	0.402765592	0.752045078	0.439530221	0.270578231	0.937393487	1.132684151	0.004396368	0.055822337
ENSG00000065427	-0.1983565	0.069371223	0.288344269	-0.33637631	0.028911162	0.117385957	-0.07839737	0.641445128	1	0.243312436	0.159834076	0.672781864
ENSG00000065457	0.047501875	0.736300137	1	1.057136007	2.25E-07	6.17E-06	0.808723242	0.002285938	0.040160114	0.133665675	0.665548445	1
ENSG00000131095	2.154132467	0.020286293	0.126042428	-0.206316439	0.726945783	1	-1.85138632	1	1	1.840774493	1	1
ENSG00000142224	3.129494078	7.20E-08	3.23E-06	0	1	1	-1.176327595	0.560446613	1	1.780360215	1	1
ENSG00000136859	0.084763777	0.886271819	1	-0.23071036	0.201495058	0.479591941	-0.666323789	0.069287785	0.449605171	-0.379445355	0.098850308	0.51020723
ENSG00000169155	1.00843735	3.75E-06	0.000110027	1.454890834	6.75E-11	3.58E-09	0.708292442	0.017036233	0.180916844	0.412563057	0.083100109	0.461511855
ENSG00000142784	-0.111361165	0.355368757	0.771342432	-0.373523709	0.022973005	0.098932962	-0.055209438	0.778858301	1	-0.332014813	0.110374308	0.544396586
ENSG00000113068	-0.134574428	0.324115279	0.730492917	-0.18549709	0.223923259	0.51613127	-0.181274858	0.285347803	0.939333856	0.158397986	0.367104288	1
ENSG00000113070	1.377325376	0.000112169	0.002175147	1.616253481	5.62E-07	1.40E-05	0.196479072	0.495499481	1	1.113488077	0.000427459	0.008186766
ENSG00000196814	0.02153499	0.906617904	1	-0.25644306	0.378227911	0.721217404	-0.171523549	0.317129732	0.98449862	-0.334290023	0.106841805	0.534110913
ENSG00000186501	-0.133334348	0.338872895	0.749323657	-0.247339481	0.149153009	0.389861713	0.334832537	0.083823119	0.503284136	-0.054279948	0.783468738	1
ENSG00000110060	0.137264162	0.335250341	0.744572976	0.703699321	7.92E-05	0.001010602	0.493966394	0.075290827	0.473646422	-0.10467461	0.732086914	1
ENSG00000131697	0.12699733	0.37984726	0.803149895	0.684654092	0.002335864	0.016630117	0.403998328	0.09943328	0.55521572	-0.279048634	0.356918007	1
ENSG00000198912	-0.221186555	0.111900176	0.392776995	-0.338898139	0.033644031	0.131660052	0.074782439	0.695781895	1	-0.044201109	0.868389305	1
ENSG00000116198	0.096524025	0.496232508	0.919128784	-0.329029915	0.046543439	0.167404868	0.176907412	0.290675769	0.946929775	-0.088348062	0.616960797	1
ENSG00000108883	-0.27725701	0.016600432	0.109129703	-0.381686386	0.018110052	0.08212056	-0.05677984	0.729245231	1	-0.072807376	0.705490515	1
ENSG00000124193	0.004980095	0.980805558	1	0.048790863	0.736668452	1	0.434338826	0.015155985	0.166784523	0.475944089	0.00185308	0.027945063
ENSG00000120656	0.078105815	0.53570922	0.937764821	-0.041868902	0.802605681	1	-0.038551997	0.810079851	1	0.092196304	0.632347877	1
ENSG00000165219	-0.06565285	0.580937978	0.980167522	-0.059048821	0.67255385	1	-0.162646157	0.276082131	0.937393487	-0.130236284	0.429775794	1
ENSG00000182963	0.369400167	0.205814075	0.572247939	0.30797843	0.132442598	0.357936823	0.093061606	0.653332401	1	0.270751677	0.36693514	1
ENSG00000117640	-0.183713144	0.173655531	0.516276034	-0.249538095	0.143788224	0.379657229	-0.104696614	0.535801048	1	-0.08227224	0.61037855	1
ENSG00000078900	-0.563035555	0.454389312	0.877942358	-0.617637724	0.000134636	0.001586215	1.869119591	1	1	0	1	1
ENSG00000136950	-0.195459434	0.225201201	0.605226308	-0.114795026	0.480863028	0.839157136	-0.306977367	0.042151188	0.332328361	0.012320196	0.962280644	1
ENSG00000133243	-0.007152575	0.953672791	1	-0.240773829	0.122551173	0.338859569	-0.161158484	0.403504289	1	-0.063758828	0.749676832	1
ENSG00000141052	-0.03134241	1	1	-0.086009588	0.800679618	1	0.228050394	0.685775216	1	-0.669069529	0.28226015	0.891573768
ENSG00000180329	-0.139905434	0.24660813	0.63711951	-0.397376987	0.004575717	0.028161872	-0.283570186	0.144798196	0.689297444	0.012874258	0.965043107	1
ENSG00000158109	-0.510278232	0.000304549	0.004991869	-0.525535827	0.002578066	0.017930975	-0.215790329	0.223389229	0.857857146	-0.262563202	0.120430166	0.573535583
ENSG00000136935	0.344031865	0.015811182	0.105382919	-0.021828151	0.899472516	1	0.396465843	0.127128448	0.639736334	0.297648205	0.230700138	0.826006209
ENSG00000227500	-0.066453465	0.520532198	0.923671564	-0.375003309	0.02955129	0.119222072	-0.137777602	0.521002032	1	-0.05050864	0.80963228	1
ENSG00000176160	-0.056452906	1	1	-0.362103893	1	1	3.483406591	0.283678088	0.937393487	0.069534184	1	1
ENSG00000131043	-0.191311447	0.100200763	0.366092959	0.048958965	0.735573009	1	-0.084847533	0.633597739	1	0.653916415	0.005628991	0.06723911
ENSG00000006744	-0.161784901	0.145922886	0.465658032	-0.078203524	0.552557456	0.892491251	-0.077859486	0.680953457	1	-0.069311725	0.707444648	1
ENSG00000173611	-0.083741177	0.662511199	1	-0.123568169	0.677957574	1	0.44770586	0.22668587	0.863555812	0.171864589	0.581308853	1
ENSG00000117643	0.115795915	0.846390902	1	-0.479043824	0.220333678	0.510201599	-0.338279703	0.060607561	0.415228293	-0.531083151	0.014520246	0.140944103
ENSG00000108389	-0.272225529	0.078984023	0.313422601	-0.666787644	7.06E-05	0.000916062	-0.323315119	0.028250984	0.25736776	-0.487731593	0.06459203	0.394767346
ENSG00000079313	0.433834561	0.014330635	0.098721042	0.59645816	0.000106569	0.001304719	0.816403264	2.96E-05	0.00098164	0.620808842	0.000724085	0.012829672
ENSG00000080845	0.0507632	0.69943263	1	-0.183359552	0.136738031	0.3662164	0.031559689	0.887305892	1	1.032529641	1.06E-09	6.92E-08
ENSG00000185585	0.319827632	0.415090453	0.840226894	-0.649953061	0.185233017	0.451457083	-0.303939374	0.66494485	1	0.836982729	0.107255639	0.535319459
ENSG00000106077	-0.091800517	0.603979212	0.997559135	0.264457323	0.092507078	0.276623606	0.001646307	0.994348245	1	0.180348417	0.448864758	1
ENSG00000130762	-0.044140316	1	1	2.083011589	0.52123086	0.862732457	0.040457065	1	1	1.327871108	0.22147197	0.807834776
ENSG00000131067	-0.131993993	0.559791843	0.961043557	-0.320806826	0.09046414	0.272922577	-0.283924642	0.70590065	1	0.252014145	0.295944766	0.913088961
ENSG00000204178	-0.29610758	0.021100122	0.129401956	-0.416297916	0.007823508	0.043046335	-0.406348727	0.005408233	0.07832973	-0.589596408	0.000354603	0.006937854
ENSG00000148200	0.589259945	0.058246069	0.25758293	0.326674945	0.457527079	0.814472203	0.4391817	0.338540734	1	1.081448905	0.020594512	0.181933511
ENSG00000106683	-0.125171593	0.22592979	0.606274684	-0.236876504	0.346562471	0.678776614	-0.057698337	0.819732346	1	-0.335362261	0.196127708	0.753506877
ENSG00000108379	-0.00931246	1	1	0.441563387	1	1	0	1	1	1.780360215	1	1
ENSG00000136931	0	1	1	0	1	1	2.672827658	0.522452058	1	0	1	1
ENSG00000215912	3.427581207	0.002023461	0.022612726	0	1	1	0	1	1	0	1	1
ENSG00000130270	0.497680573	0.264139555	0.660415927	1.794543169	0.002019561	0.01478316	-1.228654443	0.656596596	1	2.835249939	0.001947637	0.029088982
ENSG00000071564	0.143119334	0.380569753	0.804073487	-0.248185239	0.125781112	0.345339779	-0.181894612	0.234258967	0.876847748	-0.192359964	0.327595716	0.961853361
ENSG00000158955	1.7757286	0.123933898	0.420143962	1.394130307	1	1	0	1	1	0	1	1
ENSG00000136930	-0.131909145	0.281445158	0.674988741	-0.265039493	0.061987522	0.207028151	-0.303638268	0.068532406	0.446830469	0.04488082	0.796975179	1
ENSG00000105556	0.256003846	0.077785639	0.310238024	0.480000048	0.00806183	0.044100274	0.274540712	0.138230717	0.672875798	-0.004254979	0.985084308	1
ENSG00000170627	-1.278817074	1	1	0.152864913	0.945075854	1	0	1	1	-0.171465955	1	1
ENSG00000142606	0.165159654	1	1	0	1	1	0	1	1	2.539534088	0.520892718	1
ENSG00000123836	-0.310478243	0.278918027	0.671543807	-0.505335463	0.071434415	0.230479092	0.259884025	0.251189832	0.908448418	-0.384319364	0.275093308	0.890470891
ENSG00000119408	-0.240788499	0.154370235	0.478280558	-0.433438378	0.002081584	0.015129355	-0.229316623	0.187058546	0.777786496	-0.405816006	0.036882118	0.27197596
ENSG00000141985	-0.099457299	0.422581272	0.847399106	0.19137277	0.294601119	0.610407111	0.202941681	0.217685511	0.847941064	-0.093916969	0.596172167	1
ENSG00000183166	2.282545841	0.274591871	0.665765326	0	1	1	1.869119591	1	1	0	1	1
ENSG00000106689	0.201081947	0.757309548	1	0.29032351	0.613483835	0.954701579	-0.348870531	0.389732476	1	2.285702119	0.001874989	0.028236345
ENSG00000167670	0.362533835	0.212793255	0.584558382	0.257511547	0.134306385	0.361614744	0.043050897	0.797020042	1	-0.375636001	0.397776498	1
ENSG00000185274	1.08742596	0.648456787	1	-0.271943377	1	1	-0.179978201	0.527180788	1	-0.139684633	0.713200717	1
ENSG00000113108	1.533339751	9.10E-11	7.17E-09	0.273152978	0.106980805	0.307705325	2.193556427	1.55E-08	9.45E-07	1.058849086	0.000457427	0.008650136
ENSG00000197921	-0.091481429	1	1	1.394130307	1	1	0	1	1	0	1	1
ENSG00000134954	0.640504071	3.37E-06	0.000100168	0.318372801	0.134446829	0.361902546	1.108875724	2.79E-08	1.63E-06	0.297493649	0.193672757	0.747371605
ENSG00000167671	-0.141676857	0.269402211	0.665765326	-0.289665742	0.063573941	0.211377475	-0.02347625	0.917849321	1	0.076829221	0.669660144	1
ENSG00000159618	0	1	1	1.394130307	1	1	0.821441338	1	1	0.354729878	1	1
ENSG00000158321	0.403338398	0.147552663	0.468778916	0.816678819	8.32E-06	0.000149027	-0.415977493	0.282603875	0.937393487	-1.068549193	0.002057722	0.030296793
ENSG00000119522	-0.184860781	0.129749177	0.432029916	-0.378470993	0.024148666	0.102768796	0.322829146	0.044275376	0.342334873	0.046756283	0.822274988	1
ENSG00000087206	0.055947829	0.666382179	1	0.273065752	0.14612632	0.38409126	0.217377641	0.188478257	0.781120909	0.687411785	0.001843902	0.027845217
ENSG00000151702	0.124313455	0.63977532	1	-0.563593243	0.18914585	0.458095237	-0.105334049	0.771116997	1	0.513044395	0.093394855	0.495436388
ENSG00000157881	0.067902473	0.760150926	1	0.701360465	0.000191371	0.002123587	0.372322926	0.030825239	0.272747203	0.458951363	0.038474523	0.280020462
ENSG00000151704	0.572145886	1	1	-1.971917343	0.036708595	0.140180176	0	1	1	0	1	1
ENSG00000102978	-0.180001546	0.188331857	0.542773904	0.138967414	0.474435221	0.832911757	0.127441018	0.414577104	1	0.287956734	0.109332701	0.542330047
ENSG00000148204	1.872532794	0.51639458	0.919476369	0	1	1	-1.864368165	1	1	-0.52588658	1	1
ENSG00000167680	3.087538343	6.80E-10	4.61E-08	0.127940439	0.729515763	1	-0.55566977	0.21902311	0.849166235	-0.884207065	0.030767326	0.240570662
ENSG00000274523	-0.257649126	0.012494286	0.089562532	-0.254664963	0.096293126	0.28443589	-0.000645387	1	1	-0.140683309	0.514733538	1
ENSG00000174059	1.437792789	7.18E-05	0.001488559	1.653812125	0.000255387	0.002708562	1.17887174	0.39992549	1	-0.03045872	0.924737803	1
ENSG00000120457	2.86477946	0.003204821	0.031986516	-1.0529025	0.274475646	0.591094003	0	1	1	0	1	1
ENSG00000198646	0.369328094	0.014884919	0.101369747	0.108428873	0.561390202	0.90177913	0.244121886	0.310970086	0.976944114	-0.065053286	0.794297838	1
ENSG00000133026	0.136541731	0.48903989	0.912584192	-0.24905554	0.273748068	0.590057286	-0.305622537	0.42615999	1	-0.21222848	0.383004587	1
ENSG00000158517	1.017952151	0.648456787	1	0.095986593	1	1	0.844364519	1	1	-1.942693297	1	1
ENSG00000005102	1.21205547	1	1	-1.485822862	0.415940383	0.76637051	-0.063278294	1	1	-2.149933081	0.070421553	0.416517816
ENSG00000149527	0.611200998	0.580686057	0.980097378	2.889063324	0.15746949	0.401101881	1.845773037	0.519276061	1	-1.054797976	0.717548424	1
ENSG00000078804	0.014293258	0.930490155	1	-0.279210016	0.217360414	0.505541656	-0.141245553	0.708488492	1	-0.076576134	0.656945514	1
ENSG00000102981	0.112604107	0.882983133	1	1.465903691	0.000860214	0.007431536	0.124954986	0.901631807	1	0.248439757	0.447444827	1
ENSG00000101464	-0.257020615	0.193406321	0.550999346	-0.141954662	0.522165958	0.863708161	-0.165360852	0.334935749	1	-0.054447793	0.791439755	1
ENSG00000051108	-0.123025592	0.3481455	0.762232655	0.41238375	0.023718907	0.101379881	0.76882283	6.37E-07	2.98E-05	-0.504390306	0.266329603	0.886245942
ENSG00000157911	-0.163117944	0.185857862	0.53778405	-0.182586202	0.263835444	0.57605045	-0.081254983	0.75460898	1	-0.003180196	1	1
ENSG00000157933	-0.106194972	0.511264242	0.919476369	-0.086731648	0.504592135	0.862732457	-0.510162878	0.018229418	0.189445522	-1.139120485	3.01E-12	2.72E-10
ENSG00000101347	1.274051989	3.18E-06	9.54E-05	-0.080998248	0.655474229	0.986992518	1.781607426	7.75E-13	7.50E-11	1.686765319	6.71E-06	0.000210242
ENSG00000170310	0.041764708	0.795824594	1	-0.127070325	0.559735775	0.900284831	-0.014185983	0.961985988	1	0.07760434	0.720054248	1
ENSG00000155850	-0.482498631	0.000849724	0.011373229	-0.672073686	2.18E-05	0.000338125	-0.101458193	0.625234481	1	-0.617508016	0.012856803	0.128780934
ENSG00000077463	0.153959772	0.292980297	0.691375951	0.082154837	0.675480031	1	0.346473294	0.138831095	0.674561206	0.486438098	0.093749008	0.49646848
ENSG00000084234	0.18022175	0.43376498	0.858622889	-0.401583943	0.016978359	0.078226648	-0.017739217	0.948011088	1	-0.092559248	0.768346148	1
ENSG00000060566	1.15995383	1	1	0	1	1	0	1	1	0.179660102	1	1
ENSG00000056586	0.144241258	0.218259178	0.594181619	0.02294877	0.884629811	1	0.041112077	0.803834849	1	-0.035387969	0.925348664	1
ENSG00000140853	1.486754833	9.50E-10	6.24E-08	0.133791482	0.73537018	1	8.22519288	1.27E-27	2.81E-25	3.480528872	5.06E-17	7.25E-15
ENSG00000137497	0.395198339	0.050665956	0.235763028	0.087440242	0.636000641	0.976151251	-0.273422545	0.353849597	1	0.057896012	0.776361839	1
ENSG00000169504	-0.445828961	0.025631055	0.1466269	-1.236385356	1.89E-09	7.85E-08	1.217871562	1.15E-11	9.86E-10	1.291873822	1.37E-13	1.40E-11
ENSG00000076356	0.104528321	0.697959874	1	0.032772424	0.873375612	1	-0.111694445	0.558139549	1	-0.206059475	0.411638135	1
ENSG00000067606	-0.31499647	0.581315827	0.980167522	0.524914756	0.173260764	0.429804646	-0.929408985	0.083698859	0.502952587	-0.724563307	0.214091781	0.791252992
ENSG00000136940	-0.334574809	0.031391034	0.169349988	-0.349402682	0.065444273	0.216130413	-0.248930493	0.109014281	0.583375886	-0.463596307	0.088490169	0.480658997
ENSG00000170689	1.278413243	0.004469667	0.041270545	6.461430204	3.41E-10	1.63E-08	0.957862766	0.406239876	1	-0.159270058	0.648741367	1
ENSG00000198740	0.07915285	0.628738033	1	0.074384683	0.778462635	1	-0.35097087	0.143366577	0.685768558	-0.796887721	0.003379105	0.045393818
ENSG00000187730	3.191178739	9.75E-05	0.001934658	0	1	1	0	1	1	0.310750489	1	1
ENSG00000133226	0.549779937	0.005439236	0.047948025	0.139375883	0.384669404	0.730249599	0.27249242	0.120474086	0.619666074	0.129687406	0.442886713	1
ENSG00000159224	0.773219973	0.574416981	0.974311182	0	1	1	-0.509511574	0.284246326	0.937691086	-1.942693297	1	1
ENSG00000178821	0.043580447	0.961142303	1	0.095986593	1	1	0	1	1	2.612146022	0.520892718	1
ENSG00000170322	0.272925293	0.059139256	0.259882235	0.082690602	0.601297187	0.942490381	0.790512907	2.12E-06	9.19E-05	0.445039364	0.032716601	0.251211813
ENSG00000159210	-0.232631392	0.026307801	0.149470741	-0.426578225	0.002632195	0.018204545	-0.484840098	0.000928206	0.019556127	0.530912931	0.043246872	0.303981717
ENSG00000180098	-0.029650416	0.863341635	1	-0.070904992	0.720080599	1	0.039989366	0.876121323	1	-0.085696304	0.66892007	1
ENSG00000006740	-0.396110055	0.211093778	0.581348843	-0.085226519	0.797998053	1	0.4936795	0.225439394	0.861058712	-0.190018841	0.578195707	1
ENSG00000095303	-0.536135246	0.075619016	0.304429101	-0.71684749	0.28511759	0.597431437	-0.400278944	0.141570594	0.68105334	-0.526431293	0.085521352	0.470876716
ENSG00000159202	0.225505263	0.056606553	0.253411114	-0.063976859	0.683414473	1	0.222098513	0.153384263	0.710905755	-0.137737253	0.411901558	1
ENSG00000140848	-0.010130754	0.947862084	1	-0.379820359	0.071264068	0.230135998	0.056216206	0.791542745	1	0.013275546	0.962029896	1
ENSG00000008118	0.928482695	0.332081179	0.740940431	0	1	1	1.908383416	1	1	0	1	1
ENSG00000172270	-0.248868837	0.042168242	0.208220228	-0.34670544	0.015531634	0.073202623	-0.076323568	0.70725081	1	-0.184475365	0.573694049	1
ENSG00000159023	0.102493304	0.737982784	1	-0.280485495	0.41527787	0.765673009	-0.04213938	0.876492521	1	-0.256745707	0.3630776	1
ENSG00000149418	1.399274959	0.164757951	0.499195394	-0.482302244	0.437860399	0.792409776	0.349072811	0.5381499	1	-0.190212763	0.796138807	1
ENSG00000080839	-0.207477621	0.458363699	0.882609893	-0.335452201	0.154974832	0.400559812	-0.234611518	0.186912604	0.77749809	0.205647575	0.541242309	1
ENSG00000148187	0.098454107	0.425538745	0.850818385	-0.051792602	0.72263283	1	-0.003431912	0.990131334	1	-0.112069281	0.570674375	1
ENSG00000078369	-0.21006466	0.050612483	0.235665054	-0.450253711	0.000849967	0.007354788	-0.363119125	0.020221596	0.202169708	-0.230289432	0.136132113	0.621991796
ENSG00000196323	-0.322717273	0.073387325	0.298920216	-0.173636355	0.412891775	0.76329603	-0.29412848	0.214277907	0.84041031	-0.691581247	0.0270118	0.220633516
ENSG00000099822	-0.135933361	0.591094054	0.987847575	0.123731555	0.800245473	1	-0.317378128	0.252909302	0.911193089	-0.279530865	0.440175753	1
ENSG00000196878	0.537227015	0.326413263	0.733836417	0.746980209	0.580616186	0.920852258	0.769024035	0.253396055	0.912351036	1.146360791	0.248445539	0.856985594
ENSG00000106852	-0.921922238	0.456314758	0.880108992	1.394130307	1	1	-1.62804904	0.421506912	1	-0.250220781	0.578266462	1
